Row;s_level_name;e_full_name;e_INN_code;s_sec_type_name_dop;s_sec_form_name_full;s_RTS_code;s_ISIN_code;si_gos_reg_num;si_gos_reg_date;s_face_value;s_face_value_currency;s_quot_list_in_date;s_segment;s_date_defolt;s_date_technic_defolt
309;Некотировальная часть Списка;DaVita Inc.;;Акции;Акции иностранного эмитента  обыкновенные;DVA;US23918K1088;;;0,001000000000;USD;17.11.2016 0:00:00;;;
310;Некотировальная часть Списка;Public Service Enterprise Group Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;PEG;US7445731067;;;;;17.11.2016 0:00:00;;;
311;Некотировальная часть Списка;Comcast Corporation;;Акции;Акции иностранного эмитента  обыкновенные класса A;CMCSA;US20030N1019;;;0,010000000000;USD;17.11.2016 0:00:00;;;
312;Некотировальная часть Списка;Qorvo, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;QRVO;US74736K1016;;;0,000100000000;USD;17.11.2016 0:00:00;;;
313;Некотировальная часть Списка;Monster Beverage Corporation;;Акции;Акции иностранного эмитента  обыкновенные;MNST;US61174X1090;;;0,005000000000;USD;17.11.2016 0:00:00;;;
314;Некотировальная часть Списка;The Interpublic Group of Companies, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;IPG;US4606901001;;;0,100000000000;USD;17.11.2016 0:00:00;;;
315;Некотировальная часть Списка;The Sherwin-Williams Company;;Акции;Акции иностранного эмитента  обыкновенные;SHW;US8243481061;;;1,000000000000;USD;17.11.2016 0:00:00;;;
316;Некотировальная часть Списка;Kellogg Company;;Акции;Акции иностранного эмитента  обыкновенные;K;US4878361082;;;0,250000000000;USD;17.11.2016 0:00:00;;;
317;Некотировальная часть Списка;Garmin Ltd.;;Акции;Акции иностранного эмитента  обыкновенные;GRMN;CH0114405324;;;0,100000000000;CHF;17.11.2016 0:00:00;;;
318;Некотировальная часть Списка;Akamai Technologies, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AKAM;US00971T1016;;;0,010000000000;USD;17.11.2016 0:00:00;;;
319;Некотировальная часть Списка;VeriSign, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;VRSN;US92343E1029;;;0,001000000000;USD;17.11.2016 0:00:00;;;
320;Некотировальная часть Списка;Advance Auto Parts, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AAP;US00751Y1064;;;0,000100000000;USD;17.11.2016 0:00:00;;;
321;Некотировальная часть Списка;Welltower Inc.;;Акции;Акции иностранного эмитента  обыкновенные;WELL;US95040Q1040;;;1,000000000000;USD;17.11.2016 0:00:00;;;
322;Некотировальная часть Списка;Express Scripts Holding Company;;Акции;Акции иностранного эмитента  обыкновенные;ESRX;US30219G1085;;;0,010000000000;USD;17.11.2016 0:00:00;;;
323;Некотировальная часть Списка;O'Reilly Automotive, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ORLY;US67103H1077;;;0,010000000000;USD;17.11.2016 0:00:00;;;
324;Некотировальная часть Списка;Marriott International, Inc.;;Акции;Акции иностранного эмитента  обыкновенные класса A;MAR;US5719032022;;;0,010000000000;USD;17.11.2016 0:00:00;;;
325;Некотировальная часть Списка;McCormick & Company, Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;MKC;US5797802064;;;;;17.11.2016 0:00:00;;;
326;Некотировальная часть Списка;CF Industries Holdings, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CF;US1252691001;;;0,010000000000;USD;17.11.2016 0:00:00;;;
327;Некотировальная часть Списка;Hewlett Packard Enterprise Company;;Акции;Акции иностранного эмитента  обыкновенные;HPE;US42824C1099;;;0,010000000000;USD;17.11.2016 0:00:00;;;
328;Некотировальная часть Списка;Loews Corporation;;Акции;Акции иностранного эмитента  обыкновенные;L;US5404241086;;;0,010000000000;USD;17.11.2016 0:00:00;;;
329;Некотировальная часть Списка;Cerner Corporation;;Акции;Акции иностранного эмитента  обыкновенные;CERN;US1567821046;;;0,010000000000;USD;17.11.2016 0:00:00;;;
330;Некотировальная часть Списка;CA, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CA;US12673P1057;;;0,100000000000;USD;17.11.2016 0:00:00;;;
331;Некотировальная часть Списка;Amphenol Corporation;;Акции;Акции иностранного эмитента  обыкновенные класса A;APH;US0320951017;;;0,001000000000;USD;17.11.2016 0:00:00;;;
332;Некотировальная часть Списка;Lowe's Companies, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;LOW;US5486611073;;;0,500000000000;USD;17.11.2016 0:00:00;;;
333;Некотировальная часть Списка;Andeavor;;Акции;Акции иностранного эмитента  обыкновенные;ANDV;US03349M1053;;;0,167000000000;USD;17.11.2016 0:00:00;;;
334;Некотировальная часть Списка;Juniper Networks, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;JNPR;US48203R1041;;;0,000010000000;USD;17.11.2016 0:00:00;;;
335;Некотировальная часть Списка;The Bank of New York Mellon Corporation;;Акции;Акции иностранного эмитента  обыкновенные;BK;US0640581007;;;0,010000000000;USD;17.11.2016 0:00:00;;;
336;Некотировальная часть Списка;CenturyLink, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CTL;US1567001060;;;1,000000000000;USD;17.11.2016 0:00:00;;;
337;Некотировальная часть Списка;WEC Energy Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;WEC;US92939U1060;;;0,010000000000;USD;17.11.2016 0:00:00;;;
338;Некотировальная часть Списка;Legg Mason, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;LM;US5249011058;;;0,100000000000;USD;17.11.2016 0:00:00;;;
339;Некотировальная часть Списка;Waters Corporation;;Акции;Акции иностранного эмитента  обыкновенные;WAT;US9418481035;;;0,010000000000;USD;17.11.2016 0:00:00;;;
340;Некотировальная часть Списка;Viacom Inc.;;Акции;Акции иностранного эмитента  обыкновенные класса B;VIAB;US92553P2011;;;0,001000000000;USD;17.11.2016 0:00:00;;;
341;Некотировальная часть Списка;Regeneron Pharmaceuticals, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;REGN;US75886F1075;;;0,001000000000;USD;17.11.2016 0:00:00;;;
342;Некотировальная часть Списка;Avery Dennison Corporation;;Акции;Акции иностранного эмитента  обыкновенные;AVY;US0536111091;;;1,000000000000;USD;17.11.2016 0:00:00;;;
343;Некотировальная часть Списка;Fidelity National Information Services, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;FIS;US31620M1062;;;0,010000000000;USD;17.11.2016 0:00:00;;;
344;Некотировальная часть Списка;Red Hat, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;RHT;US7565771026;;;0,000100000000;USD;17.11.2016 0:00:00;;;
345;Некотировальная часть Списка;Prologis, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PLD;US74340W1036;;;0,010000000000;USD;17.11.2016 0:00:00;;;
346;Некотировальная часть Списка;Analog Devices, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ADI;US0326541051;;;0,167000000000;USD;17.11.2016 0:00:00;;;
347;Некотировальная часть Списка;Corning Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;GLW;US2193501051;;;0,500000000000;USD;17.11.2016 0:00:00;;;
348;Некотировальная часть Списка;Range Resources Corporation;;Акции;Акции иностранного эмитента  обыкновенные;RRC;US75281A1097;;;0,010000000000;USD;17.11.2016 0:00:00;;;
349;Некотировальная часть Списка;Church & Dwight Co., Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CHD;US1713401024;;;1,000000000000;USD;17.11.2016 0:00:00;;;
350;Некотировальная часть Списка;TripAdvisor, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;TRIP;US8969452015;;;0,001000000000;USD;17.11.2016 0:00:00;;;
351;Некотировальная часть Списка;Eversource Energy;;Акции;Акции иностранного эмитента  обыкновенные;ES;US30040W1080;;;5,000000000000;USD;17.11.2016 0:00:00;;;
352;Некотировальная часть Списка;The Mosaic Company;;Акции;Акции иностранного эмитента  обыкновенные;MOS;US61945C1036;;;0,010000000000;USD;17.11.2016 0:00:00;;;
353;Некотировальная часть Списка;Entergy Corporation;;Акции;Акции иностранного эмитента  обыкновенные;ETR;US29364G1031;;;0,010000000000;USD;17.11.2016 0:00:00;;;
354;Некотировальная часть Списка;Intuitive Surgical, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ISRG;US46120E6023;;;0,001000000000;USD;17.11.2016 0:00:00;;;
355;Некотировальная часть Списка;Discover Financial Services;;Акции;Акции иностранного эмитента  обыкновенные;DFS;US2547091080;;;0,010000000000;USD;17.11.2016 0:00:00;;;
356;Некотировальная часть Списка;Colgate-Palmolive Company;;Акции;Акции иностранного эмитента  обыкновенные;CL;US1941621039;;;1,000000000000;USD;17.11.2016 0:00:00;;;
357;Некотировальная часть Списка;D.R. Horton, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;DHI;US23331A1097;;;0,010000000000;USD;17.11.2016 0:00:00;;;
358;Некотировальная часть Списка;H&R Block, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HRB;US0936711052;;;;;17.11.2016 0:00:00;;;
359;Некотировальная часть Списка;Adobe Systems Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;ADBE;US00724F1012;;;0,000100000000;USD;17.11.2016 0:00:00;;;
360;Некотировальная часть Списка;Southwestern Energy Company;;Акции;Акции иностранного эмитента  обыкновенные;SWN;US8454671095;;;0,010000000000;USD;17.11.2016 0:00:00;;;
361;Некотировальная часть Списка;Cincinnati Financial Corporation;;Акции;Акции иностранного эмитента  обыкновенные;CINF;US1720621010;;;2,000000000000;USD;17.11.2016 0:00:00;;;
362;Некотировальная часть Списка;The J.M. Smucker Company;;Акции;Акции иностранного эмитента  обыкновенные;SJM;US8326964058;;;;;17.11.2016 0:00:00;;;
363;Некотировальная часть Списка;Franklin Resources, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;BEN;US3546131018;;;0,100000000000;USD;17.11.2016 0:00:00;;;
364;Некотировальная часть Списка;Microchip Technology Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;MCHP;US5950171042;;;0,001000000000;USD;17.11.2016 0:00:00;;;
365;Некотировальная часть Списка;Newfield Exploration Company;;Акции;Акции иностранного эмитента  обыкновенные;NFX;US6512901082;;;0,010000000000;USD;17.11.2016 0:00:00;;;
366;Некотировальная часть Списка;Harley-Davidson, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HOG;US4128221086;;;0,010000000000;USD;17.11.2016 0:00:00;;;
367;Некотировальная часть Списка;XL Group Ltd.;;Акции;Акции иностранного эмитента  обыкновенные;XL;BMG982941046;;;0,010000000000;USD;17.11.2016 0:00:00;;;
368;Некотировальная часть Списка;Capital One Financial Corporation;;Акции;Акции иностранного эмитента  обыкновенные;COF;US14040H1059;;;0,010000000000;USD;17.11.2016 0:00:00;;;
369;Некотировальная часть Списка;Seagate Technology Public Limited Company;;Акции;Акции иностранного эмитента  обыкновенные;STX;IE00B58JVZ52;;;0,000010000000;USD;17.11.2016 0:00:00;;;
370;Некотировальная часть Списка;KeyCorp;;Акции;Акции иностранного эмитента  обыкновенные;KEY;US4932671088;;;1,000000000000;USD;17.11.2016 0:00:00;;;
371;Некотировальная часть Списка;Ross Stores, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ROST;US7782961038;;;0,010000000000;USD;17.11.2016 0:00:00;;;
372;Некотировальная часть Списка;Motorola Solutions, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;MSI;US6200763075;;;0,010000000000;USD;17.11.2016 0:00:00;;;
373;Некотировальная часть Списка;Public Storage;;Акции;Акции иностранного эмитента  обыкновенные;PSA;US74460D1090;;;0,100000000000;USD;17.11.2016 0:00:00;;;
374;Некотировальная часть Списка;PulteGroup, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PHM;US7458671010;;;0,010000000000;USD;17.11.2016 0:00:00;;;
375;Некотировальная часть Списка;International Paper Company;;Акции;Акции иностранного эмитента  обыкновенные;IP;US4601461035;;;1,000000000000;USD;17.11.2016 0:00:00;;;
376;Некотировальная часть Списка;The AES Corporation;;Акции;Акции иностранного эмитента  обыкновенные;AES;US00130H1059;;;0,010000000000;USD;17.11.2016 0:00:00;;;
377;Некотировальная часть Списка;Whirlpool Corporation;;Акции;Акции иностранного эмитента  обыкновенные;WHR;US9633201069;;;1,000000000000;USD;17.11.2016 0:00:00;;;
378;Некотировальная часть Списка;American Tower Corporation;;Акции;Акции иностранного эмитента  обыкновенные;AMT;US03027X1000;;;0,010000000000;USD;17.11.2016 0:00:00;;;
379;Некотировальная часть Списка;Intercontinental Exchange, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ICE;US45866F1049;;;0,010000000000;USD;17.11.2016 0:00:00;;;
380;Некотировальная часть Списка;The TJX Companies, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;TJX;US8725401090;;;1,000000000000;USD;17.11.2016 0:00:00;;;
381;Некотировальная часть Списка;TEGNA Inc.;;Акции;Акции иностранного эмитента  обыкновенные;TGNA;US87901J1051;;;1,000000000000;USD;17.11.2016 0:00:00;;;
382;Некотировальная часть Списка;FMC Corporation;;Акции;Акции иностранного эмитента  обыкновенные;FMC;US3024913036;;;0,100000000000;USD;17.11.2016 0:00:00;;;
383;Некотировальная часть Списка;Citrix Systems, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CTXS;US1773761002;;;0,001000000000;USD;17.11.2016 0:00:00;;;
384;Некотировальная часть Списка;Edwards Lifesciences Corporation;;Акции;Акции иностранного эмитента  обыкновенные;EW;US28176E1082;;;1,000000000000;USD;17.11.2016 0:00:00;;;
385;Некотировальная часть Списка;Hormel Foods Corporation;;Акции;Акции иностранного эмитента  обыкновенные;HRL;US4404521001;;;0,014650000000;USD;17.11.2016 0:00:00;;;
386;Некотировальная часть Списка;Baxter International Inc.;;Акции;Акции иностранного эмитента  обыкновенные;BAX;US0718131099;;;1,000000000000;USD;17.11.2016 0:00:00;;;
387;Некотировальная часть Списка;PVH Corp.;;Акции;Акции иностранного эмитента  обыкновенные;PVH;US6936561009;;;1,000000000000;USD;17.11.2016 0:00:00;;;
388;Некотировальная часть Списка;The Progressive Corporation;;Акции;Акции иностранного эмитента  обыкновенные;PGR;US7433151039;;;1,000000000000;USD;17.11.2016 0:00:00;;;
389;Некотировальная часть Списка;L Brands, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;LB;US5017971046;;;0,500000000000;USD;17.11.2016 0:00:00;;;
390;Некотировальная часть Списка;Stryker Corporation;;Акции;Акции иностранного эмитента  обыкновенные;SYK;US8636671013;;;0,100000000000;USD;17.11.2016 0:00:00;;;
391;Некотировальная часть Списка;Autodesk, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ADSK;US0527691069;;;0,010000000000;USD;17.11.2016 0:00:00;;;
392;Некотировальная часть Списка;Illumina, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ILMN;US4523271090;;;0,010000000000;USD;17.11.2016 0:00:00;;;
393;Некотировальная часть Списка;HCA Healthcare, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HCA;US40412C1018;;;0,010000000000;USD;17.11.2016 0:00:00;;;
394;Некотировальная часть Списка;Nasdaq, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;NDAQ;US6311031081;;;0,010000000000;USD;17.11.2016 0:00:00;;;
395;Некотировальная часть Списка;Agilent Technologies, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;A;US00846U1016;;;0,010000000000;USD;17.11.2016 0:00:00;;;
396;Некотировальная часть Списка;Tractor Supply Company;;Акции;Акции иностранного эмитента  обыкновенные;TSCO;US8923561067;;;0,008000000000;USD;17.11.2016 0:00:00;;;
397;Некотировальная часть Списка;Jefferies Financial Group Inc.;;Акции;Акции иностранного эмитента  обыкновенные;JEF;US47233W1099;;;1,000000000000;USD;17.11.2016 0:00:00;;;
398;Некотировальная часть Списка;Berkshire Hathaway Inc.;;Акции;Акции иностранного эмитента  обыкновенные класса B;BRK.B;US0846707026;;;0,003300000000;USD;17.11.2016 0:00:00;;;
399;Некотировальная часть Списка;Mohawk Industries, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;MHK;US6081901042;;;0,010000000000;USD;17.11.2016 0:00:00;;;
400;Некотировальная часть Списка;Noble Energy, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;NBL;US6550441058;;;0,010000000000;USD;17.11.2016 0:00:00;;;
401;Некотировальная часть Списка;Hasbro, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HAS;US4180561072;;;0,500000000000;USD;17.11.2016 0:00:00;;;
402;Некотировальная часть Списка;Twenty-First Century Fox, Inc.;;Акции;Акции иностранного эмитента  обыкновенные класса B;FOX;US90130A2006;;;0,010000000000;USD;17.11.2016 0:00:00;;;
403;Некотировальная часть Списка;Zimmer Biomet Holdings, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ZBH;US98956P1021;;;0,010000000000;USD;17.11.2016 0:00:00;;;
404;Некотировальная часть Списка;PG&E Corporation;;Акции;Акции иностранного эмитента  обыкновенные;PCG;US69331C1080;;;;;17.11.2016 0:00:00;;;
405;Некотировальная часть Списка;Quest Diagnostics Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;DGX;US74834L1008;;;0,010000000000;USD;17.11.2016 0:00:00;;;
406;Некотировальная часть Списка;LyondellBasell Industries N.V.;;Акции;Акции иностранного эмитента  обыкновенные класса A;LYB;NL0009434992;;;0,040000000000;EUR;17.11.2016 0:00:00;;;
407;Некотировальная часть Списка;Harris Corporation;;Акции;Акции иностранного эмитента  обыкновенные;HRS;US4138751056;;;1,000000000000;USD;17.11.2016 0:00:00;;;
408;Некотировальная часть Списка;Assurant, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AIZ;US04621X1081;;;0,010000000000;USD;17.11.2016 0:00:00;;;
409;Некотировальная часть Списка;HP Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HPQ;US40434L1052;;;0,010000000000;USD;17.11.2016 0:00:00;;;
410;Некотировальная часть Списка;Total System Services, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;TSS;US8919061098;;;0,100000000000;USD;17.11.2016 0:00:00;;;
411;Некотировальная часть Списка;Fifth Third Bancorp;;Акции;Акции иностранного эмитента  обыкновенные;FITB;US3167731005;;;;;17.11.2016 0:00:00;;;
412;Некотировальная часть Списка;Walgreens Boots Alliance, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;WBA;US9314271084;;;0,010000000000;USD;17.11.2016 0:00:00;;;
413;Некотировальная часть Списка;Citibank, N.A.;;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции;NOK;US6549022043;;;;;14.10.2016 0:00:00;;;
414;Некотировальная часть Списка;JB Hunt Transport Services, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;JBHT;US4456581077;;;0,010000000000;USD;06.10.2016 0:00:00;;;
415;Некотировальная часть Списка;Freeport-McMoRan Inc.;;Акции;Акции иностранного эмитента  обыкновенные;FCX;US35671D8570;;;0,100000000000;USD;06.10.2016 0:00:00;;;
416;Некотировальная часть Списка;Marathon Oil Corporation;;Акции;Акции иностранного эмитента  обыкновенные;MRO;US5658491064;;;1,000000000000;USD;06.10.2016 0:00:00;;;
417;Некотировальная часть Списка;Concho Resources Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CXO;US20605P1012;;;0,001000000000;USD;06.10.2016 0:00:00;;;
418;Некотировальная часть Списка;Republic Services, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;RSG;US7607591002;;;0,010000000000;USD;06.10.2016 0:00:00;;;
419;Некотировальная часть Списка;ConocoPhillips;;Акции;Акции иностранного эмитента  обыкновенные;COP;US20825C1045;;;0,010000000000;USD;06.10.2016 0:00:00;;;
420;Некотировальная часть Списка;The Williams Companies, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;WMB;US9694571004;;;1,000000000000;USD;06.10.2016 0:00:00;;;
421;Некотировальная часть Списка;JPMorgan Chase & Co.;;Акции;Акции иностранного эмитента  обыкновенные;JPM;US46625H1005;;;1,000000000000;USD;06.10.2016 0:00:00;;;
422;Некотировальная часть Списка;Cintas Corporation;;Акции;Акции иностранного эмитента  обыкновенные;CTAS;US1729081059;;;;;06.10.2016 0:00:00;;;
423;Некотировальная часть Списка;Stericycle, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;SRCL;US8589121081;;;0,010000000000;USD;06.10.2016 0:00:00;;;
424;Некотировальная часть Списка;American International Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AIG;US0268747849;;;2,500000000000;USD;06.10.2016 0:00:00;;;
425;Некотировальная часть Списка;Emerson Electric Co.;;Акции;Акции иностранного эмитента  обыкновенные;EMR;US2910111044;;;0,500000000000;USD;06.10.2016 0:00:00;;;
426;Некотировальная часть Списка;EOG Resources, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;EOG;US26875P1012;;;0,010000000000;USD;06.10.2016 0:00:00;;;
427;Некотировальная часть Списка;Xylem Inc.;;Акции;Акции иностранного эмитента  обыкновенные;XYL;US98419M1009;;;0,010000000000;USD;06.10.2016 0:00:00;;;
428;Некотировальная часть Списка;Northrop Grumman Corporation;;Акции;Акции иностранного эмитента  обыкновенные;NOC;US6668071029;;;1,000000000000;USD;06.10.2016 0:00:00;;;
429;Некотировальная часть Списка;Apache Corporation;;Акции;Акции иностранного эмитента  обыкновенные;APA;US0374111054;;;0,625000000000;USD;06.10.2016 0:00:00;;;
430;Некотировальная часть Списка;General Motors Company;;Акции;Акции иностранного эмитента  обыкновенные;GM;US37045V1008;;;0,010000000000;USD;06.10.2016 0:00:00;;;
431;Некотировальная часть Списка;Oracle Corporation;;Акции;Акции иностранного эмитента  обыкновенные;ORCL;US68389X1054;;;0,010000000000;USD;06.10.2016 0:00:00;;;
432;Некотировальная часть Списка;General Dynamics Corporation;;Акции;Акции иностранного эмитента  обыкновенные;GD;US3695501086;;;1,000000000000;USD;06.10.2016 0:00:00;;;
433;Некотировальная часть Списка;Merck & Co., Inc.;;Акции;Акции иностранного эмитента  обыкновенные;MRK;US58933Y1055;;;0,500000000000;USD;06.10.2016 0:00:00;;;
434;Некотировальная часть Списка;The Hershey Company;;Акции;Акции иностранного эмитента  обыкновенные;HSY;US4278661081;;;1,000000000000;USD;06.10.2016 0:00:00;;;
435;Некотировальная часть Списка;Boston Scientific Corporation;;Акции;Акции иностранного эмитента  обыкновенные;BSX;US1011371077;;;0,010000000000;USD;06.10.2016 0:00:00;;;
436;Некотировальная часть Списка;Eaton Corporation plc;;Акции;Акции иностранного эмитента  обыкновенные;ETN;IE00B8KQN827;;;0,010000000000;USD;06.10.2016 0:00:00;;;
437;Некотировальная часть Списка;Fastenal Company;;Акции;Акции иностранного эмитента  обыкновенные;FAST;US3119001044;;;0,010000000000;USD;06.10.2016 0:00:00;;;
438;Некотировальная часть Списка;Deere & Company;;Акции;Акции иностранного эмитента  обыкновенные;DE;US2441991054;;;1,000000000000;USD;06.10.2016 0:00:00;;;
439;Некотировальная часть Списка;Target Corporation;;Акции;Акции иностранного эмитента  обыкновенные;TGT;US87612E1064;;;0,083300000000;USD;06.10.2016 0:00:00;;;
440;Некотировальная часть Списка;AMETEK, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;AME;US0311001004;;;0,010000000000;USD;06.10.2016 0:00:00;;;
441;Некотировальная часть Списка;Kinder Morgan, Inc.;;Акции;Акции иностранного эмитента  обыкновенные класса P;KMI;US49456B1017;;;0,010000000000;USD;06.10.2016 0:00:00;;;
442;Некотировальная часть Списка;United Technologies Corporation;;Акции;Акции иностранного эмитента  обыкновенные;UTX;US9130171096;;;1,000000000000;USD;06.10.2016 0:00:00;;;
443;Некотировальная часть Списка;Robert Half International Inc.;;Акции;Акции иностранного эмитента  обыкновенные;RHI;US7703231032;;;0,001000000000;USD;06.10.2016 0:00:00;;;
444;Некотировальная часть Списка;Honeywell International Inc.;;Акции;Акции иностранного эмитента  обыкновенные;HON;US4385161066;;;1,000000000000;USD;06.10.2016 0:00:00;;;
445;Некотировальная часть Списка;Norfolk Southern Corporation;;Акции;Акции иностранного эмитента  обыкновенные;NSC;US6558441084;;;1,000000000000;USD;06.10.2016 0:00:00;;;
446;Некотировальная часть Списка;Medtronic Public Limited Company;;Акции;Акции иностранного эмитента  обыкновенные;MDT;IE00BTN1Y115;;;0,000100000000;USD;06.10.2016 0:00:00;;;
447;Некотировальная часть Списка;Altria Group, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;MO;US02209S1033;;;0,333000000000;USD;06.10.2016 0:00:00;;;
448;Некотировальная часть Списка;UnitedHealth Group Incorporated;;Акции;Акции иностранного эмитента  обыкновенные;UNH;US91324P1021;;;0,010000000000;USD;06.10.2016 0:00:00;;;
449;Некотировальная часть Списка;PepsiCo, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;PEP;US7134481081;;;0,016700000000;USD;06.10.2016 0:00:00;;;
450;Некотировальная часть Списка;Rockwell Collins, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;COL;US7743411016;;;0,010000000000;USD;06.10.2016 0:00:00;;;
451;Некотировальная часть Списка;Bristol-Myers Squibb Company;;Акции;Акции иностранного эмитента  обыкновенные;BMY;US1101221083;;;0,100000000000;USD;06.10.2016 0:00:00;;;
452;Некотировальная часть Списка;The Dun & Bradstreet Corporation;;Акции;Акции иностранного эмитента  обыкновенные;DNB;US26483E1001;;;0,010000000000;USD;06.10.2016 0:00:00;;;
453;Некотировальная часть Списка;BlackRock, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;BLK;US09247X1019;;;0,010000000000;USD;06.10.2016 0:00:00;;;
454;Некотировальная часть Списка;Dollar General Corporation;;Акции;Акции иностранного эмитента  обыкновенные;DG;US2566771059;;;0,875000000000;USD;06.10.2016 0:00:00;;;
455;Некотировальная часть Списка;Anadarko Petroleum Corporation;;Акции;Акции иностранного эмитента  обыкновенные;APC;US0325111070;;;0,100000000000;USD;06.10.2016 0:00:00;;;
456;Некотировальная часть Списка;Schlumberger Limited;;Акции;Акции иностранного эмитента  обыкновенные;SLB;AN8068571086;;;0,010000000000;USD;06.10.2016 0:00:00;;;
457;Некотировальная часть Списка;Fluor Corporation;;Акции;Акции иностранного эмитента  обыкновенные;FLR;US3434121022;;;0,010000000000;USD;06.10.2016 0:00:00;;;
458;Некотировальная часть Списка;NVIDIA Corporation;;Акции;Акции иностранного эмитента  обыкновенные;NVDA;US67066G1040;;;0,001000000000;USD;06.10.2016 0:00:00;;;
459;Некотировальная часть Списка;Danaher Corporation;;Акции;Акции иностранного эмитента  обыкновенные;DHR;US2358511028;;;0,010000000000;USD;06.10.2016 0:00:00;;;
460;Некотировальная часть Списка;PACCAR Inc;;Акции;Акции иностранного эмитента  обыкновенные;PCAR;US6937181088;;;1,000000000000;USD;06.10.2016 0:00:00;;;
461;Некотировальная часть Списка;Cummins Inc.;;Акции;Акции иностранного эмитента  обыкновенные;CMI;US2310211063;;;2,500000000000;USD;06.10.2016 0:00:00;;;
462;Некотировальная часть Списка;Roper Technologies, Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ROP;US7766961061;;;0,010000000000;USD;06.10.2016 0:00:00;;;
463;Некотировальная часть Списка;Parker-Hannifin Corporation;;Акции;Акции иностранного эмитента  обыкновенные;PH;US7010941042;;;0,500000000000;USD;06.10.2016 0:00:00;;;
464;Некотировальная часть Списка;Illinois Tool Works Inc.;;Акции;Акции иностранного эмитента  обыкновенные;ITW;US4523081093;;;0,010000000000;USD;06.10.2016 0:00:00;;;
465;Некотировальная часть Списка;3M Company;;Акции;Акции иностранного эмитента  обыкновенные;MMM;US88579Y1010;;;0,010000000000;USD;06.10.2016 0:00:00;;;
